"","FEEDER_NAM","GRIDID","KE_IBC","KE_REGION","received","billed","com","res","ind","tot","losses","comRel","resRel","indRel"
"635","KMC Boosting","16","Shah Faisal",2,18411052.4,13139190.5031307,427,3561,30,4019,0.286342235214608,0.106245334660363,0.886041303806917,0.00746454341876089
"636","KMC Building","14","Garden",5,12967642.8,11496218.7769258,1747,1259,55,3062,0.113468889124106,0.570542129327237,0.411169170476813,0.0179621162638798
"637","KMC Water Pump","12","F.B Area",3,11991214.6917127,10021475.1694071,269,1767,3,2040,0.164265220242193,0.131862745098039,0.866176470588235,0.00147058823529412
"638","Kohinoor-2","9","Baldia",0,11065513.8,6115208.75731799,348,1583,64,1996,0.447363324663877,0.17434869739479,0.793086172344689,0.032064128256513
"639","Kohistan Builder (Gul-Shamim)","75","F.B Area",3,10460612,7958163.73667392,531,2331,1,2864,0.239225798961483,0.185405027932961,0.813896648044693,0.000349162011173184
"640","Kor Telephone Exchange-2","24","Korangi",2,12739944.4,7635052.66848003,384,3871,18,4274,0.400699686846355,0.0898455779129621,0.905708937763219,0.0042115114646701
"641","Kor. Tele Exch. 03","66","Korangi",2,24283212.6,11774503.8722717,325,4994,6,5326,0.515117539584868,0.0610214044310928,0.937664288396545,0.00112654900488171
"642","Kor. Telephone Exchange-1","24","Korangi",2,12213709.8,6930072.18173732,364,2377,41,2783,0.43259891587261,0.130794107078692,0.854114265181459,0.0147323032698527
"643","Korangi Crossing","50","KIMZ",2,8096228.28,6846516.48545397,242,2222,0,2465,0.154357282345062,0.0981744421906694,0.901419878296146,0
"644","Korangi Road","1","Defence",4,6086670.13472222,5464922.53960615,1145,329,6,1481,0.102149053810101,0.773126266036462,0.222147197839298,0.00405131667792032
"645","Korangi Zoo","24","Korangi",2,7666793.6,3174700.84348005,65,785,0,851,0.585915441433033,0.0763807285546416,0.922444183313749,0
"646","KPT West Waharf","42","Lyari-I",0,1385370.8,1487484.5,12,165,0,178,-0.073708569575741,0.0674157303370786,0.926966292134832,0
"647","KWSB Chakiwara","33","Lyari-II",0,14957758.2,7668483.068,571,2232,68,2872,0.487324038437792,0.198816155988858,0.777158774373259,0.0236768802228412
"648","KWSB Punjab Colony","1","Clifton",4,11429977.4638889,10628787.7659368,357,2375,2,2735,0.0700954748584015,0.130530164533821,0.868372943327239,0.000731261425959781
"649","L' Area RMU","24","Korangi",2,14305120,6070942.71522143,265,1692,13,1971,0.575610500630443,0.134449518011162,0.858447488584475,0.00659563673262303
"650","Labour Flats","21","Bin Qasim",2,7470293,4803739.21813072,159,716,12,888,0.356954376738541,0.179054054054054,0.806306306306306,0.0135135135135135
"651","Labour Square","12","North Karachi",3,17779190.6324859,16079547.006,145,7,115,268,0.0955973565737189,0.541044776119403,0.0261194029850746,0.42910447761194
"652","Ladies Park RMU","25","Tipu Sultan",5,13316564.8,10797380.0250178,266,1401,9,1677,0.189176774402223,0.158616577221228,0.835420393559928,0.00536672629695885
"653","Lakhani","43","Orangi-I",0,13807433.2,12317555,22,0,35,58,0.107904067209248,0.379310344827586,0,0.603448275862069
"654","Lakhnow Society RMU","35","KIMZ",2,13380168,9283619.88284678,378,1692,18,2089,0.30616567124966,0.180947821924366,0.809956917185256,0.00861656294877932
"655","Lakson Tobacco","24","KIMZ",2,6734262.9,5797907.09106536,36,1,29,67,0.139043548319838,0.537313432835821,0.0149253731343284,0.432835820895522
"656","Lal Market (P-22/3)","46","Surjani",3,7105898.8,2849261.1125,284,1994,2,2281,0.599028751647856,0.124506795265235,0.874177992108724,0.000876808417360807
"657","Lal Masjid","7","Malir",2,14523576.36,8115390.79320326,1750,2020,21,3792,0.441226417512824,0.461497890295359,0.532700421940928,0.0055379746835443
"658","Lal Muhammad Goth (Millat Town RMU)","24","KIMZ",2,2201992.4,1021774.39048931,98,156,4,259,0.5359773310347,0.378378378378378,0.602316602316602,0.0154440154440154
"659","Lallabad","26","Landhi",2,5553741.4,5491182.42513072,2,0,4,7,0.0112642938090857,0.285714285714286,0,0.571428571428571
"660","Landhi-A","26","Landhi",2,711352.7,355384.340117424,98,458,1,558,0.500410499436604,0.175627240143369,0.82078853046595,0.0017921146953405
"661","Landhi 'B'","26","Landhi",2,18355495,10721128.5329685,280,2105,3,2389,0.415917220812161,0.117203850983675,0.881121808287987,0.00125575554625366
"662","Landhi 'C'","66","Landhi",2,17547373.6,8472574.75734007,715,2083,24,2823,0.517159949376124,0.253276656039674,0.737867516826072,0.00850159404888417
"663","Landhi Chawl","11","Saddar",4,12133024.64,13026857.775,153,182,0,336,-0.0736694403515199,0.455357142857143,0.541666666666667,0
"664","Landhi Tele Exchange","26","Landhi",2,18305469.4,9061074.52536925,581,2302,39,2923,0.505007256171795,0.198768388641806,0.787547040711598,0.0133424563804311
"665","Lashari Goth","15","Bin Qasim",2,12018141.43,4580946.73713072,640,1992,8,2641,0.618830684943045,0.24233244982961,0.754259750094661,0.00302915562287012
"666","Lassi RMU","23","Landhi",2,15363879.8,6940614.7323753,301,1822,9,2133,0.548251169449054,0.141115799343647,0.854195968120019,0.00421940928270042
"667","Latif Jute","19","Uthal",0,15641920.8,4503656,593,2097,2,2693,0.712077815916316,0.22020051986632,0.778685480876346,0.000742666171555886
"668","Lawrence Apartment","33","Lyari-II",0,15327628.6,12183928.524,1192,3667,212,5072,0.205100225092876,0.235015772870662,0.722988958990536,0.0417981072555205
"669","Liaquat National Library","6","Bahadurabad",5,15608309.2,14472950.86,187,1265,1,1454,0.0727406361222009,0.128610729023384,0.870013755158184,0.000687757909215956
"670","Liaquatabad-1","27","Liaquatabad",3,12079196.6,7106600.81804217,259,2054,19,2333,0.411666102194067,0.111015859408487,0.880411487355336,0.00814402057436777
"671","Liaquatabad-2","27","Liaquatabad",3,13230791.2,7620692.7316732,336,2541,8,2886,0.424018366212808,0.116424116424116,0.88045738045738,0.00277200277200277
"672","Liberty Cinema","27","Nazimabad",3,17038591.68,11870637.3787376,716,3599,31,4347,0.303308770954855,0.164711295146078,0.827927306188176,0.00713135495744191
"673","Liberty Oil","33","Lyari-II",0,8261510.4,4449377.96,265,1079,31,1376,0.461432868256148,0.192587209302326,0.784156976744186,0.0225290697674419
"674","London Tannery",NA,"KIMZ",2,7905864.8,6854190.37406536,59,12,32,104,0.133024590293353,0.567307692307692,0.115384615384615,0.307692307692308
"675","Lucky Center","18","Gulshan-e-Iqbal",3,12016595.8,10122518.5780011,468,2235,3,2707,0.157621780204917,0.172885112670853,0.825637236793498,0.00110823790173624
"676","Lyari-3","28","Lyari-II",0,12729956.9,7663516.46,692,2899,15,3607,0.39799352659238,0.191849182145828,0.803714998613806,0.00415858053784308
"677","Lyari Express Way","30","Baldia",0,16563839.6,10710901.871841,274,3417,0,3692,0.353356339441911,0.0742145178764897,0.925514626218852,0
"678","Lyari Fire Brigade","33","Lyari-II",0,9513851.6,5270562.4,563,2678,86,3328,0.446011707813479,0.169170673076923,0.8046875,0.0258413461538462
"679","Lyari Ice","28","Lyari-I",0,12420301.6611,8588972.147,479,2710,44,3234,0.308473144907551,0.148113790970934,0.837971552257266,0.0136054421768707
"680","Lyari Pump","33","Lyari-II",0,8454067.2,7351196.88,742,1972,26,2741,0.130454406607981,0.270704122582999,0.719445457862094,0.00948558920102152
"681","Lyari Telephone Exchange","28","Lyari-II",0,4935888,3144519.122,171,1130,20,1322,0.362927375580645,0.129349470499244,0.854765506807867,0.0151285930408472
"682","M Ali Chawla","4","Clifton",4,11778026,11413167.1245,156,798,0,955,0.0309779308943622,0.163350785340314,0.835602094240838,0
"683","M Ali Park","42","Lyari-I",0,5305359.37378133,4342939.7422328,2432,1709,33,4175,0.181405172344165,0.58251497005988,0.409341317365269,0.00790419161676647
"684","M Ali Society","6","Tipu Sultan",5,12114267,11855561.6153362,319,709,4,1033,0.0213554303090559,0.308809293320426,0.686350435624395,0.00387221684414327
"685","M Iqbal","12","F.B Area",3,10393858.5214365,9201831.67284736,31,144,39,215,0.114685691182986,0.144186046511628,0.669767441860465,0.181395348837209
"686","M Younus","75","F.B Area",3,22743441.6,18274483.6287666,521,1382,125,2029,0.196494358674079,0.256776737309019,0.681123706259241,0.0616067028092656
"687","M. Alvi Road","28","Lyari-II",0,12729956.9,7663516.46,699,3733,44,4477,0.39799352659238,0.15613133794952,0.833817288362743,0.00982800982800983
"688","M.T.Quran","10","Bin Qasim",2,6261850.4,2217404.73056536,80,394,4,479,0.645886664656607,0.167014613778706,0.822546972860125,0.00835073068893528
"689","MA Mohammadi","66","Korangi",2,14388000,9161227.21722143,39,51,37,128,0.36327305968714,0.3046875,0.3984375,0.2890625
"690","Machar Colony","28","Lyari-I",0,8807498.3,3994565.686,374,3403,0,3778,0.546458534542096,0.0989941768131286,0.900741132874537,0
"691","Machi Miani","42","Lyari-I",0,10528740.45,9478950.927,1724,3320,21,5066,0.0997070378916977,0.340307935254639,0.655349388077379,0.00414528227398342
"692","Madar-e-Millat College","39","Bin Qasim",2,12317955.6,8869991.34613072,208,1949,0,2158,0.279913677710389,0.0963855421686747,0.903151065801668,0
"693","Madina Colony RMU","66","Korangi",2,17373813.6,9322818.08222143,267,2997,17,3282,0.463398290273966,0.0813528336380256,0.913162705667276,0.00517976843388178
"694","Madina Masjid","50","Defence",4,1616384,1471377.44194244,320,2270,1,2592,0.0897104636383162,0.123456790123457,0.875771604938272,0.000385802469135802
"695","Madras Society","22","Johar-II",2,2027111.2,1016368.06106536,18,395,0,414,0.498612576820966,0.0434782608695652,0.954106280193237,0
"696","Malik Society","17","Johar-II",2,13771533.2,11075246.9111307,230,2554,0,2785,0.195786935972335,0.0825852782764812,0.91705565529623,0
"697","Malir City","73","Shah Faisal",2,11249816,7142747.62513072,387,1846,11,2245,0.365078715498038,0.172383073496659,0.822271714922049,0.00489977728285078
"698","Malir Colony-C","29","Malir",2,17384922.8,10920777.4661691,452,2197,17,2667,0.371824793713255,0.169478815148106,0.823772028496438,0.00637420322459693
"699","Malir Defence","29","Shah Faisal",2,11938607.6,10722235.4631307,22,1149,0,1172,0.101885594838487,0.0187713310580205,0.98037542662116,0
"700","Malir Poultry","40","SITE",0,11265034.65,10796757.226,150,335,44,530,0.0415691064030594,0.283018867924528,0.632075471698113,0.0830188679245283
"701","Malir Wireless","73","Shah Faisal",2,17588057.4,12405401.2511307,459,3288,7,3755,0.29466904905992,0.122237017310253,0.875632490013316,0.0018641810918775
"702","Mall Residency (Saima)","18","Gulshan-e-Iqbal",3,4326138.32,3745740.01807853,319,372,0,692,0.134160828662887,0.460982658959538,0.53757225433526,0
"703","Manghopir Road","43","Orangi-I",0,17359815.5,14462454.5,180,463,56,700,0.166900448913181,0.257142857142857,0.661428571428571,0.08
"704","Mansehra Colony","26","Bin Qasim",2,16171544.6,4572731.17313072,411,2524,0,2936,0.717235966864246,0.139986376021798,0.859673024523161,0
"705","Mansoor Sher","9","Baldia",0,8606466,3492211.41672641,346,894,154,1395,0.594233984456988,0.248028673835125,0.640860215053763,0.110394265232975
"706","Manzoor Colony RMU","25","Tipu Sultan",5,22685845.6,17619395.9004719,1494,2630,62,4187,0.223330872864979,0.356818724623836,0.628134702651063,0.0148077382374015
"707","Manzoor Trader","40","SITE",0,8356997.4,8535064.32050644,101,394,27,523,-0.0213075237412952,0.193116634799235,0.753346080305927,0.0516252390057361
"708","Maqboolabad",NA,"Bahadurabad",5,2648597.6,2242832.93,235,1240,3,1479,0.153199817896082,0.158891142663962,0.838404327248141,0.00202839756592292
"709","Marhaba Galaxy","32","North Nazimabad",3,17330412,14304990.9119382,1471,2264,8,3744,0.174572946567098,0.392895299145299,0.604700854700855,0.00213675213675214
"710","Maria Homes(Saima Avenue)","32","North Nazimabad",3,18210152.4,15289790.6126452,857,3669,1,4528,0.160369980613386,0.189266784452297,0.810291519434629,0.000220848056537102
"711","Marine Blessing","4","Clifton",4,8743675.6,8465817.235,123,660,0,784,0.0317782106417581,0.156887755102041,0.841836734693878,0
"712","Marora Goth","17","Johar-II",2,7451975.2,3936845.10556536,292,2578,3,2874,0.471704481039422,0.101600556715379,0.897007654836465,0.00104384133611691
"713","Masan Road","4","Clifton",4,3623360.4,2129577.4275,767,6198,4,6970,0.412264530047853,0.110043041606887,0.889239598278336,0.000573888091822095
"714","Mashriq Society","67","Gadap",2,7756770,3657582.14018195,143,1457,0,1601,0.528465825313636,0.0893191755153029,0.910056214865709,0
"715","Masjid-e-Akbar","9","Baldia",0,17779383.6,10263556.1631124,263,2545,1,2810,0.422727109441947,0.0935943060498221,0.905693950177936,0.000355871886120996
"716","Masjid-e-Aqsa RMU","42","Lyari-I",0,10021497.2,6814178.28650902,299,2155,3,2458,0.320043886605185,0.121643612693247,0.876729048006509,0.00122050447518308
"717","Masjid-e-Khair-Ul-Amal","27","Nazimabad",3,9230359.6,6423498.71163511,186,1058,6,1251,0.304090090744124,0.148681055155875,0.84572342126299,0.00479616306954436
"718","Masjid-e-Khan Younis","31","North Karachi",3,8546174.21232137,6269948.7,136,1679,2,1818,0.266344384723593,0.0748074807480748,0.923542354235424,0.0011001100110011
"719","Masjid-e-Quba","34","Orangi-I",0,26714008.8,16692528.9341307,192,1415,3,1611,0.375139498564112,0.119180633147114,0.878336436995655,0.00186219739292365
"720","Maskan (Old Bhayani)","18","Gulshan-e-Iqbal",3,14167666.2,13312227.3586614,682,1841,2,2526,0.0603796581075979,0.269992082343626,0.728820269200317,0.000791765637371338
"721","Mauripur Center","30","Baldia",0,11426690,6256641.13063163,329,1861,1,2192,0.452453761270181,0.150091240875912,0.848996350364963,0.000456204379562044
"722","Maymar Complex","67","Gadap",2,17609766.8,9249477.68636392,336,2577,3,2917,0.474752971381545,0.115186835790195,0.883441892355159,0.00102845389098389
"723","Maymar Sector-R","67","Gadap",2,18627724.8,8427380.70003892,149,1635,0,1785,0.547589370654707,0.0834733893557423,0.915966386554622,0
"724","Maymarabad","46","Surjani",3,15985142.8,8098485.011,189,2114,12,2316,0.493374246803726,0.0816062176165803,0.912780656303972,0.00518134715025907
"725","Mazar-e-Quaid-3","14","Bahadurabad",5,9275083.2,6314787.13240619,278,1208,4,1491,0.31916652430609,0.186452045606975,0.810194500335345,0.00268276324614353
"726","Medicare Hospital","25","Bahadurabad",5,8489866,9453702.86,760,983,2,1746,-0.113527923762283,0.435280641466208,0.563001145475372,0.0011454753722795
"727","Meerioth Society","22","Gadap",2,13724315.2,7817116.61736388,213,1643,1,1858,0.43041845779206,0.114639397201292,0.884284176533907,0.000538213132400431
"728","Meezan Bank","30","SITE",0,4752036.08,4672071.3,1,0,0,2,0.0168274774546746,0.5,0,0
"729","Mega Bird","35","KIMZ",2,16658006.4,13956638.387309,292,3938,2,4233,0.162166344988979,0.0689818095913064,0.930309473186865,0.00047247814788566
"730","Mehboob Chamber","20","Saddar",4,6010093.375,6542082.794,2801,221,3,3026,-0.0885159989714802,0.925644415069399,0.0730337078651685,0.000991407799074686
"731","Mehmoodabad TP-II ABC","25","Tipu Sultan",5,3306903.6,1533572,2,887,0,890,0.536251374246289,0.00224719101123596,0.996629213483146,0
"732","Mehran Bottler","41","SITE",0,13276145.36,12873077.726,19,0,15,35,0.0303602908126037,0.542857142857143,0,0.428571428571429
"733","Mehran Jute","24","KIMZ",2,9184094.2,9442198.52506536,58,1,50,110,-0.028103405675582,0.527272727272727,0.00909090909090909,0.454545454545455
"734","Mehran Town","50","KIMZ",2,7846347.04585659,6497318.37213072,0,0,0,1,0.171930793507057,0,0,0
"735","Mehtab Industry","40","SITE",0,9324377.38,8729616.427,7,0,18,26,0.0637855943363804,0.269230769230769,0,0.692307692307692
"736","Memon Masjid","75","Liaquatabad",3,15451647.2,12853060.534955,521,3838,22,4382,0.168175381654131,0.11889548151529,0.875855773619352,0.00502053856686445
"737","Merchant Construction","4","Clifton",4,16266314.41,15936522.218,230,2440,0,2671,0.0202745492117904,0.0861100711344066,0.913515537251966,0
"738","Mercury Garment","40","SITE",0,13178479.2,12577005.044,45,8,28,82,0.0456406347706645,0.548780487804878,0.0975609756097561,0.341463414634146
"739","Merrit Packages","23","KIMZ",2,8148080.9,8080386.63056536,3,0,8,12,0.00830800163442672,0.25,0,0.666666666666667
"740","MES-105","29","Malir",2,8093419.6,6305440.599014,31,35,4,71,0.220917620653945,0.436619718309859,0.492957746478873,0.0563380281690141
"741","MES Drigh Road","16","Tipu Sultan",5,19128813,19271741.6743098,1,0,0,2,-0.00747190504240062,0.5,0,0
"742","Metal Engg. Complex","26","Bin Qasim",2,9672598.16774194,3709365.24947273,601,1496,14,2112,0.61650787253383,0.284564393939394,0.708333333333333,0.00662878787878788
"743","Metalax-2","41","SITE",0,16200275.04,15767913.852,123,55,29,208,0.0266885091106453,0.591346153846154,0.264423076923077,0.139423076923077
"744","Metrological Dept.","17","Johar-II",2,9284652.2,6186369.99754143,216,1429,0,1646,0.333699328280555,0.131227217496962,0.8681652490887,0
"745","Metroville","40","Orangi-I",0,10913240.1,5134186,890,2691,65,3647,0.529545217281529,0.244036194132163,0.737866739786126,0.017822868110776
"746","MFMY","40","SITE",0,18068564.7,10573668.735,839,2481,167,3488,0.414803062082734,0.240538990825688,0.711295871559633,0.0478784403669725
"747","Michal Academy (Pole-97)","46","Surjani",3,16384271.2,6631352.788,271,1640,15,1927,0.595261045971944,0.140633108458744,0.851063829787234,0.00778412039439543
"748","Milk Plant","6","Bahadurabad",5,9746814,5975784.86,350,1930,1,2282,0.386898646060138,0.153374233128834,0.845749342681858,0.000438212094653812
"749","Mill Rock","35","KIMZ",2,11192881.4,6831203.58210874,855,6615,8,7479,0.389683197919998,0.114320096269555,0.884476534296029,0.00106966171948121
"750","Millat Colony","9","Orangi-II",0,15816159,10687851.8443006,288,2345,8,2642,0.324244790135166,0.109008327024981,0.887585162755488,0.00302800908402725
"751","Millat Press","38","Saddar",4,4504266.8,3959586.319,2811,169,4,2985,0.120925448066265,0.941708542713568,0.0566164154103853,0.00134003350083752
"752","Millat Town (Bagh-e-Korangi)","23","KIMZ",2,3392093.2,845882.474569198,20,245,4,270,0.750631122231784,0.0740740740740741,0.907407407407407,0.0148148148148148
"753","Minister Residence","4","Clifton",4,17771943.2,11108788.3875001,644,2446,1,3092,0.374925506879852,0.208279430789133,0.791073738680466,0.000323415265200517
"754","Mirza Sharif Baig","1","Saddar",4,7165230.6,6242434.9995,115,339,0,455,0.128787983529797,0.252747252747253,0.745054945054945,0
"755","Miskeenabad","48","North Karachi",3,11621731.5702028,7344575.885,356,1781,11,2149,0.368030844574753,0.165658445788739,0.828757561656584,0.00511865984178688
"756","Misri Shah Telephone Exchange","3","Defence",4,9605617.22352941,8915426.60278028,225,736,0,962,0.0718528132745575,0.233887733887734,0.765072765072765,0
"757","Mitha Ram Hostel","11","Saddar",4,7551216.64,6466905.356,1118,1448,77,2644,0.143594249204324,0.422844175491679,0.547655068078669,0.0291225416036309
"758","MK Builder","31","North Nazimabad",3,7771431.8,6117301.30370703,502,1914,2,2419,0.212847585729694,0.207523770152956,0.7912360479537,0.000826787928896238
"759","Model Colony A","7","Malir",2,19758265.8,14236324.5420585,331,2297,7,2636,0.279474996127518,0.12556904400607,0.871396054628225,0.00265553869499241
"760","Model School","3","Defence",4,16029046.7266667,14696486.3737152,264,462,0,727,0.083134098719328,0.363136176066025,0.635488308115543,0
"761","Modern Complex","31","North Karachi",3,19063279.5657338,12120399.468,375,2135,23,2534,0.364201766741835,0.147987371744278,0.842541436464088,0.00907655880031571
"762","Modern Graphic","11","Saddar",4,11944836.64,11770073.548,272,259,29,561,0.0146308482289968,0.484848484848485,0.461675579322638,0.0516934046345811
"763","Moinabad","7","Malir",2,18135415.3545279,11403393.6186297,262,2588,1,2852,0.371208577487444,0.0918653576437588,0.907433380084151,0.000350631136044881
"764","Mominabad","9","Baldia",0,16367434.6,9405908.88302444,80,1298,1,1380,0.425327846856071,0.0579710144927536,0.940579710144928,0.00072463768115942
"765","Moon Light","23","Landhi",2,40646516.4,26216550.4312385,64,0,29,94,0.355011136176026,0.680851063829787,0,0.308510638297872
"766","Moosa Colony","27","Liaquatabad",3,8827170,7364075.8338796,1252,1506,16,2775,0.165748950809875,0.451171171171171,0.542702702702703,0.00576576576576577
"767","Moosa Lane RMU","28","Lyari-I",0,11607396.584,7227037.014028,1078,2314,64,3457,0.377376575209813,0.311831067399479,0.669366502748047,0.0185131617008967
"768","MR Industry","40","SITE",0,23060501.2,22202718.153,26,1,31,59,0.0371970686829651,0.440677966101695,0.0169491525423729,0.525423728813559
"769","Ms Catts Feeder","40","SITE",0,14277413.52,13598947.894,71,222,49,343,0.0475202056065404,0.206997084548105,0.647230320699708,0.142857142857143
"770","Mubarak Masjid","3","Defence",4,12730885.2,11912007.214404,297,1576,2,1876,0.0643221561369538,0.158315565031983,0.840085287846482,0.00106609808102345
"771","Mughal-e-Azam","18","Gulshan-e-Iqbal",3,9078524.4,7868512.83990785,902,553,0,1456,0.133282844962354,0.619505494505495,0.379807692307692,0
"772","Muhammadi House","38","Saddar",4,7072087,6882952.368,2029,40,0,2070,0.0267438214490292,0.980193236714976,0.0193236714975845,0
"773","Muhammadi Rolling","40","SITE",0,14440760.1,13616342.729,38,1,20,60,0.0570896106085163,0.633333333333333,0.0166666666666667,0.333333333333333
"774","Mujahid Col. (National Cement)","18","Gulshan-e-Iqbal",3,10444516.94,5730180.22953918,176,2266,8,2451,0.451369530782802,0.0718074255405957,0.924520603835169,0.00326397388820889
"775","Mujahid Oil Refinery","37","Bin Qasim",2,2402831,1615006.91256536,0,0,5,6,0.327873282571534,0,0,0.833333333333333
"776","Munawwar Engineering","27","Liaquatabad",3,14965266.8,10660845.0883543,837,2796,111,3745,0.287627462254515,0.223497997329773,0.746595460614152,0.0296395193591455
"777","Mundra Chowk-1","7","Clifton",4,13857279.92,8398749.414,254,2032,2,2289,0.393910676374646,0.110965487112276,0.887723896898209,0.000873743993010048
"778","Mundra Chowk-2","4","Clifton",4,9429776.4,5588819.5655,326,3828,5,4160,0.407322153948423,0.0783653846153846,0.920192307692308,0.00120192307692308
"779","Murshid Hospital","9","Baldia",0,7397651.8,6234568.15971064,3,22,0,26,0.157223355699082,0.115384615384615,0.846153846153846,0
"780","Muslim Garden","33","Lyari-I",0,10993238.80701,8766551.7455,7629,1394,3,9027,0.20255059501574,0.845131272848122,0.154425612052731,0.000332336324360253
"781","Muslim Gym Khana","11","Saddar",4,5757632.32,5415382.073,172,207,0,380,0.0594428799857785,0.452631578947368,0.544736842105263,0
"782","Muslim Town","31","North Karachi",3,14649707.3739979,10282608.311,677,2494,9,3181,0.298101453599624,0.212826155297076,0.784030179188934,0.00282929896259038
"783","Muslimabad","20","Bahadurabad",5,14528735.28,12272537.86,344,2258,9,2612,0.155292073020688,0.131699846860643,0.864471669218989,0.00344563552833078
"784","Mustafabad Pumping","32","North Nazimabad",3,13709968.8,9269498.19087118,425,2248,6,2680,0.323886266548529,0.158582089552239,0.838805970149254,0.00223880597014925
"785","Muzafarabad Colony","21","Landhi",2,2821574.6,1197914.40061051,512,3690,2,4205,0.575444717779032,0.121759809750297,0.877526753864447,0.000475624256837099
"786","NA Builders","25","Tipu Sultan",5,10810908.24,9912597.53360096,94,550,1,646,0.0830929914912533,0.145510835913313,0.851393188854489,0.00154798761609907
"787","Nafees Cinema","29","Malir",2,9150707.7,3335889.61206536,174,2046,3,2224,0.635450096164108,0.0782374100719424,0.919964028776978,0.00134892086330935
"788","Nagori Hospital RMU","14","Garden",5,1469781.6,1304576.59963216,881,4034,25,4941,0.112401053576831,0.178303987047156,0.816433920259057,0.00505970451325643
"789","Nagwan Village (Angara Goth)","76","Liaquatabad",3,12698356,7439061.11186751,423,1808,82,2314,0.414171321715385,0.182800345721694,0.78133102852204,0.0354364736387208
"790","Najshaz Motors","50","Defence",4,18483601.84,16502534.5244962,274,2166,4,2445,0.107179722472519,0.112065439672802,0.885889570552147,0.0016359918200409
"791","Namak Bank","12","North Nazimabad",3,14891632.8,12380432.5754155,390,2191,11,2593,0.16863162410132,0.150404936367142,0.844967219436946,0.0042421905129194
"792","Namco Center","11","Saddar",4,9733664.16,9200515.90425206,1736,1140,41,2918,0.0547736440238904,0.594928032899246,0.390678546949966,0.0140507196710075
"793","Naseerabad (K Academy)","12","F.B Area",3,13896293.4,13115059.3773641,201,1545,0,1747,0.0562188779517224,0.115054378935318,0.884373211219233,0
"794","Nasir Colony RMU","35","Korangi",2,16912789.2,8771299.97922143,0,0,0,1,0.481380635949662,0,0,0
"795","Nasir Saleem RMU","3","Defence",4,768842.24,698082,130,144,0,275,0.0920347976718865,0.472727272727273,0.523636363636364,0
"796","Nat. Fiber I","50","KIMZ",2,5780531.72,5103020.59613072,110,1,27,139,0.117205675305815,0.79136690647482,0.00719424460431655,0.194244604316547
"797","Nat. Fiber II","2","KIMZ",2,5623754.8,5163209.97313072,65,2,36,104,0.0818927643981354,0.625,0.0192307692307692,0.346153846153846
"798","National Coaching (Old Dawood Col)","6","Bahadurabad",5,8504480.6,6435237.93,108,1062,5,1176,0.243312057176073,0.0918367346938776,0.903061224489796,0.00425170068027211
"799","National Spinning","40","SITE",0,10596656.6,10018972.8985,24,0,24,49,0.0545156574669032,0.489795918367347,0,0.489795918367347
"800","National Stadium","18","Gulshan-e-Iqbal",3,9650194.53,7519166.36085296,260,1369,2,1632,0.220827483064949,0.159313725490196,0.838848039215686,0.00122549019607843
"801","Native Jetty","42","Lyari-I",0,5482866,4887365.03,0,0,0,1,0.10861125732418,0,0,0
"802","Nauras","41","SITE",0,10088898.96,9418521.4125,46,1,30,78,0.0664470474090266,0.58974358974359,0.0128205128205128,0.384615384615385
"803","Naushaba Naeem","37","Bin Qasim",2,4642653.4,3983907.71806536,1,0,0,2,0.141889911905688,0.5,0,0
"804","Naval Housing-4","6","Tipu Sultan",5,3013828.4,2910353.64195067,13,256,0,270,0.0343333276869134,0.0481481481481481,0.948148148148148,0
"805","Naval Housing-5","6","Tipu Sultan",5,3013828.4,2910353.64195067,3,446,0,450,0.0343333276869134,0.00666666666666667,0.991111111111111,0
"806","Naval Low Cast","9","Baldia",0,18490722.8,11805580.0837078,785,3314,4,4104,0.361540367491322,0.191276803118908,0.807504873294347,0.000974658869395711
"807","Naveena Industry","40","SITE",0,15438860.2,14563450.323,101,10,62,174,0.0567017166850179,0.580459770114943,0.0574712643678161,0.35632183908046
"808","Nawab Ismail RMU","76","Bahadurabad",5,9525498.4,6328584.86,220,1333,4,1558,0.335616406171461,0.141206675224647,0.855584082156611,0.00256739409499358
"809","Nawabad","33","Lyari-I",0,8527916.55698,4950614.710624,523,2505,21,3050,0.419481337845411,0.171475409836066,0.821311475409836,0.00688524590163934
"810","Naz Plaza","14","Saddar",4,4734765.2,4188175.997,1437,693,1,2132,0.115441670264874,0.674015009380863,0.325046904315197,0.000469043151969981
"811","Nazia Square","31","Surjani",3,11951228.08,8290369.279,734,2064,6,2805,0.306316537220667,0.261675579322638,0.735828877005348,0.00213903743315508
"812","Nazimabad-1 Pumping","27","Nazimabad",3,11604511.6,8759156.08963178,393,2408,3,2805,0.24519390461622,0.140106951871658,0.858467023172906,0.00106951871657754
"813","Nazimabad-3","27","Nazimabad",3,14669032.4,12427341.8694484,639,1241,59,1940,0.152817886648856,0.329381443298969,0.639690721649484,0.0304123711340206
"814","Nazimabad-4","27","Nazimabad",3,21746777.8,19545331.0988648,326,1171,33,1531,0.101230937354553,0.212932723709993,0.76485956890921,0.0215545395166558
"815","Nazimabad College","31","North Nazimabad",3,7771431.8,6117301.30370703,281,1913,1,2196,0.212847585729694,0.127959927140255,0.871129326047359,0.000455373406193078
"816","Nazimabad Post Office","32","Nazimabad",3,16046646,12959501.4555841,630,3291,28,3950,0.192385657689205,0.159493670886076,0.833164556962025,0.00708860759493671
